20, RL, Pave, NA, IR1, Lvl, AllPub, Corner, Gtl, NAmes, Norm, Norm, 1Fam, 1Story, 6, 5, Hip, CompShg, BrkFace, Plywood, Stone, TA, TA, CBlock, TA, Gd, Gd, BLQ, Unf, GasA, Fa, Y, SBrkr, TA, Typ, Gd, Attchd, Fin, TA, TA, P, NA, NA, NA, WD , Normal, 215000
60, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, SawyerW, Norm, Norm, 1Fam, 2Story, 6, 5, Gable, CompShg, Wd Sdng, Wd Sdng, None, Gd, TA, PConc, Gd, TA, No, Unf, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, TA, Attchd, RFn, TA, TA, Y, NA, GdPrv, Shed, WD , Normal, 189000
120, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, SawyerW, Norm, Norm, TwnhsE, 1Story, 6, 5, Gable, CompShg, Plywood, Plywood, None, TA, TA, CBlock, Gd, TA, No, Unf, Unf, GasA, TA, Y, SBrkr, TA, Typ, TA, Attchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 99500
120, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, SawyerW, Norm, Norm, TwnhsE, 1Story, 6, 5, Gable, CompShg, Plywood, Plywood, None, TA, TA, CBlock, Gd, TA, No, ALQ, LwQ, GasA, TA, Y, SBrkr, TA, Typ, NA, Attchd, Unf, TA, TA, Y, NA, MnPrv, NA, WD , Normal, 125000
60, RL, Pave, NA, IR1, Lvl, AllPub, CulDSac, Gtl, SawyerW, RRNe, Norm, 1Fam, 2Story, 7, 7, Gable, CompShg, HdBoard, HdBoard, None, Gd, TA, PConc, Gd, TA, No, BLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, NA, Attchd, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 194500
20, RL, Pave, NA, Reg, Lvl, AllPub, Corner, Gtl, SawyerW, Norm, Norm, 1Fam, 1Story, 6, 5, Hip, CompShg, HdBoard, Plywood, None, TA, TA, PConc, Gd, TA, No, GLQ, Unf, GasA, TA, Y, SBrkr, TA, Typ, NA, Attchd, Unf, TA, TA, Y, NA, GdPrv, NA, WD , Normal, 152000
60, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, SawyerW, Norm, Norm, 1Fam, 2Story, 6, 6, Gable, CompShg, HdBoard, HdBoard, BrkFace, TA, TA, CBlock, Gd, TA, No, Unf, Unf, GasA, TA, Y, SBrkr, TA, Typ, TA, Attchd, Unf, TA, TA, Y, NA, MnPrv, NA, WD , Normal, 171000
30, RH, Pave, NA, Reg, Lvl, AllPub, Corner, Gtl, SawyerW, Feedr, Norm, 1Fam, 1Story, 5, 5, Gable, CompShg, Wd Sdng, Wd Sdng, None, TA, Fa, BrkTil, TA, TA, No, Unf, Unf, GasA, TA, N, FuseA, TA, Typ, NA, Detchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 67500
90, RM, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, Sawyer, RRAe, Norm, Duplex, 1.5Fin, 6, 5, Gable, CompShg, VinylSd, VinylSd, None, TA, TA, Slab, NA, NA, NA, NA, NA, GasA, TA, Y, SBrkr, TA, Typ, NA, Attchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 112000
85, RL, Pave, NA, IR1, Lvl, AllPub, Inside, Gtl, Sawyer, Norm, Norm, 1Fam, SFoyer, 5, 7, Gable, CompShg, HdBoard, HdBoard, None, TA, TA, CBlock, TA, TA, Av, ALQ, Unf, GasA, TA, Y, SBrkr, Gd, Min2, NA, Detchd, Unf, TA, TA, Y, NA, MnPrv, Shed, WD , Normal, 148000
20, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, Sawyer, RRAe, Norm, 1Fam, 1Story, 5, 8, Gable, CompShg, MetalSd, MetalSd, None, TA, Gd, CBlock, TA, TA, No, GLQ, BLQ, GasA, Ex, Y, SBrkr, TA, Typ, Gd, Detchd, Unf, TA, TA, Y, NA, MnPrv, NA, WD , Normal, 138500
20, RL, Pave, NA, IR1, Lvl, AllPub, Inside, Gtl, Sawyer, Norm, Norm, 1Fam, 1Story, 5, 5, Gable, CompShg, MetalSd, MetalSd, BrkFace, TA, Gd, CBlock, TA, TA, No, BLQ, Unf, GasA, TA, Y, SBrkr, TA, Typ, NA, Detchd, Unf, TA, TA, Y, NA, MnPrv, NA, WD , Normal, 122000
20, RL, Pave, NA, Reg, Lvl, AllPub, Corner, Gtl, Sawyer, Feedr, Norm, 1Fam, 1Story, 5, 5, Gable, CompShg, HdBoard, HdBoard, None, TA, TA, CBlock, TA, TA, No, ALQ, Unf, GasA, Fa, Y, SBrkr, TA, Typ, NA, Attchd, Fin, TA, TA, Y, NA, MnPrv, NA, WD , Normal, 133000
20, RL, Pave, NA, IR1, Lvl, AllPub, Corner, Gtl, Sawyer, Norm, Norm, 1Fam, 1Story, 5, 8, Gable, CompShg, HdBoard, HdBoard, None, TA, Gd, CBlock, TA, TA, No, ALQ, Unf, GasA, Ex, Y, SBrkr, TA, Typ, NA, Detchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 127000
20, RL, Pave, NA, IR1, Lvl, AllPub, CulDSac, Gtl, Sawyer, RRNe, Norm, 1Fam, 1Story, 6, 6, Hip, CompShg, Plywood, Plywood, BrkCmn, TA, Gd, CBlock, TA, TA, Gd, BLQ, GLQ, GasA, Ex, Y, SBrkr, TA, Typ, Fa, Attchd, Fin, TA, TA, Y, NA, GdPrv, NA, WD , Abnorml, 169000
60, RL, Pave, NA, IR1, Lvl, AllPub, Inside, Gtl, NoRidge, Norm, Norm, 1Fam, 2Story, 7, 5, Gable, CompShg, HdBoard, HdBoard, None, Gd, TA, PConc, Gd, TA, No, GLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, TA, Attchd, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 190000
60, RL, Pave, NA, IR1, Lvl, AllPub, Inside, Gtl, NoRidge, Norm, Norm, 1Fam, 2Story, 8, 5, Gable, CompShg, HdBoard, ImStucc, BrkFace, Gd, TA, PConc, Gd, TA, No, LwQ, GLQ, GasA, Ex, Y, SBrkr, Gd, Typ, TA, Attchd, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 362500
60, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, NoRidge, Norm, Norm, 1Fam, 2Story, 8, 5, Gable, CompShg, HdBoard, HdBoard, BrkFace, Gd, TA, PConc, Gd, TA, No, GLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, TA, Attchd, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 285000
120, FV, Pave, NA, IR1, Lvl, AllPub, CulDSac, Gtl, Somerst, Norm, Norm, TwnhsE, 1Story, 7, 5, Gable, CompShg, MetalSd, MetalSd, None, Gd, TA, PConc, Ex, TA, Av, GLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, Gd, Attchd, Fin, TA, TA, Y, NA, NA, NA, WD , Normal, 260000
160, FV, Pave, Pave, Reg, Lvl, AllPub, Inside, Gtl, Somerst, Norm, Norm, TwnhsE, 2Story, 7, 5, Gable, CompShg, VinylSd, VinylSd, None, Gd, TA, PConc, Gd, TA, No, Unf, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, NA, Attchd, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 190000
160, FV, Pave, Pave, Reg, Lvl, AllPub, Inside, Gtl, Somerst, Norm, Norm, TwnhsE, 2Story, 7, 5, Gable, CompShg, MetalSd, MetalSd, BrkFace, Gd, TA, PConc, Gd, TA, Av, GLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, NA, Detchd, RFn, TA, TA, Y, NA, NA, NA, ConLD, Normal, 155000
160, FV, Pave, Pave, Reg, Lvl, AllPub, Inside, Gtl, Somerst, Norm, Norm, TwnhsE, 2Story, 7, 5, Gable, CompShg, MetalSd, MetalSd, None, Gd, TA, PConc, Gd, TA, No, Unf, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, NA, Detchd, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 151000
160, FV, Pave, Pave, Reg, Lvl, AllPub, Inside, Gtl, Somerst, Norm, Norm, Twnhs, 2Story, 7, 5, Gable, CompShg, MetalSd, MetalSd, None, Gd, TA, PConc, Gd, TA, No, GLQ, ALQ, GasA, Ex, Y, SBrkr, Gd, Typ, NA, Detchd, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 149500
160, FV, Pave, Pave, Reg, Lvl, AllPub, Inside, Gtl, Somerst, Norm, Norm, Twnhs, 2Story, 6, 5, Gable, CompShg, VinylSd, VinylSd, BrkFace, Gd, TA, PConc, Gd, TA, No, GLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, NA, Detchd, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 152000
20, FV, Pave, NA, IR2, Lvl, AllPub, Inside, Gtl, Somerst, Norm, Norm, 1Fam, 1Story, 7, 5, Gable, CompShg, MetalSd, MetalSd, Stone, Ex, TA, PConc, Ex, TA, Av, GLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, Gd, Attchd, Fin, TA, TA, Y, NA, NA, NA, New, Partial, 222000
160, FV, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, Somerst, Norm, Norm, Twnhs, 2Story, 6, 5, Gable, CompShg, MetalSd, MetalSd, BrkFace, Gd, TA, PConc, Gd, TA, No, GLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, NA, Detchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 177500
160, FV, Pave, NA, Reg, Lvl, AllPub, Corner, Gtl, Somerst, Norm, Norm, TwnhsE, 2Story, 6, 5, Gable, CompShg, MetalSd, MetalSd, BrkFace, Gd, TA, PConc, Gd, TA, No, GLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, NA, Detchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 177000
160, FV, Pave, NA, Reg, Lvl, AllPub, FR2, Gtl, Somerst, Norm, Norm, Twnhs, 2Story, 7, 5, Hip, CompShg, MetalSd, MetalSd, None, Gd, TA, PConc, Gd, TA, No, ALQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, NA, Detchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 155000
160, FV, Pave, NA, IR1, Lvl, AllPub, FR2, Gtl, Somerst, Norm, Norm, TwnhsE, 2Story, 7, 5, Gable, CompShg, VinylSd, VinylSd, None, Gd, TA, PConc, Gd, TA, No, GLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, NA, Attchd, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 147110
20, FV, Pave, Pave, IR1, Lvl, AllPub, Inside, Gtl, Somerst, Norm, Norm, 1Fam, 1Story, 8, 5, Gable, CompShg, CemntBd, CmentBd, None, Gd, TA, PConc, Ex, Po, No, GLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, Gd, Attchd, RFn, TA, TA, Y, NA, NA, NA, New, Partial, 267916
60, FV, Pave, NA, IR1, Lvl, AllPub, Inside, Gtl, Somerst, Norm, Norm, 1Fam, 2Story, 8, 5, Gable, CompShg, VinylSd, VinylSd, None, Gd, TA, PConc, Gd, TA, No, GLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, TA, Attchd, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 254000
120, RL, Pave, NA, IR1, Lvl, AllPub, CulDSac, Gtl, Greens, Norm, Norm, TwnhsE, 1Story, 8, 5, Gable, CompShg, Wd Sdng, Wd Sdng, None, Gd, TA, CBlock, Gd, TA, Gd, GLQ, Unf, GasA, TA, Y, SBrkr, Gd, Typ, TA, Detchd, Fin, TA, TA, Y, NA, NA, NA, WD , Normal, 155000
120, RL, Pave, NA, IR1, Lvl, AllPub, Inside, Gtl, Greens, Norm, Norm, Twnhs, 1Story, 8, 6, Gable, CompShg, Wd Sdng, Plywood, None, Gd, TA, CBlock, Gd, TA, Gd, GLQ, Unf, GasA, TA, Y, SBrkr, Gd, Typ, TA, Attchd, Fin, TA, TA, Y, NA, NA, NA, WD , Normal, 206000
60, RL, Pave, NA, IR1, Lvl, AllPub, CulDSac, Gtl, Sawyer, RRAe, Norm, 1Fam, 2Story, 6, 8, Gable, CompShg, HdBoard, Plywood, BrkFace, Gd, TA, CBlock, TA, TA, No, GLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, NA, Attchd, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 130500
20, FV, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, Somerst, Norm, Norm, 1Fam, 1Story, 7, 5, Gable, CompShg, VinylSd, VinylSd, None, Gd, TA, PConc, Gd, TA, No, GLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, Gd, Attchd, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 230000
20, RL, Pave, NA, IR1, Lvl, AllPub, Inside, Gtl, NWAmes, Norm, Norm, 1Fam, 1Story, 6, 6, Hip, CompShg, HdBoard, HdBoard, BrkFace, TA, TA, CBlock, TA, TA, No, GLQ, Unf, GasA, Gd, Y, SBrkr, TA, Typ, NA, Attchd, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 218500
60, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, NWAmes, Norm, Norm, 1Fam, 2Story, 6, 5, Gable, CompShg, MetalSd, MetalSd, None, TA, TA, PConc, Gd, TA, Mn, GLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, TA, Attchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 243500
20, RL, Pave, NA, IR1, Lvl, AllPub, Inside, Gtl, NWAmes, Norm, Norm, 1Fam, 1Story, 6, 7, Gable, CompShg, Plywood, Plywood, BrkFace, TA, TA, PConc, TA, TA, Mn, ALQ, Unf, GasA, Gd, Y, SBrkr, Gd, Typ, TA, Attchd, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 205000
50, RL, Pave, NA, IR1, Lvl, AllPub, Inside, Gtl, NWAmes, Norm, Norm, 1Fam, 1.5Fin, 6, 5, Gable, CompShg, MetalSd, MetalSd, None, TA, TA, PConc, Gd, TA, Mn, ALQ, LwQ, GasA, TA, Y, SBrkr, TA, Typ, TA, Attchd, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 212500
60, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, NWAmes, Norm, Norm, 1Fam, 2Story, 7, 5, Gable, CompShg, HdBoard, HdBoard, BrkFace, TA, TA, CBlock, Gd, TA, No, GLQ, Unf, GasA, TA, Y, SBrkr, TA, Typ, TA, Attchd, Unf, TA, TA, Y, NA, MnPrv, Shed, WD , Normal, 196500
20, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, NWAmes, Norm, Norm, 1Fam, 1Story, 6, 7, Hip, CompShg, Plywood, Plywood, None, TA, TA, CBlock, TA, TA, No, ALQ, Unf, GasA, TA, Y, SBrkr, Gd, Typ, TA, Attchd, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 197500
60, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, NWAmes, Norm, Norm, 1Fam, 2Story, 6, 6, Gable, CompShg, MetalSd, MetalSd, None, TA, TA, CBlock, TA, TA, No, ALQ, Unf, GasA, TA, Y, SBrkr, TA, Typ, NA, Attchd, RFn, TA, TA, Y, NA, GdWo, NA, WD , Normal, 171000
20, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, NAmes, Norm, Norm, 1Fam, 1Story, 5, 5, Hip, CompShg, VinylSd, VinylSd, BrkFace, TA, TA, CBlock, TA, TA, No, Rec, Unf, GasA, TA, Y, SBrkr, TA, Typ, NA, Attchd, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 142250
20, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, NWAmes, Feedr, Norm, 1Fam, 1Story, 6, 5, Hip, CompShg, HdBoard, HdBoard, BrkFace, TA, TA, CBlock, TA, TA, No, ALQ, Rec, GasA, TA, Y, SBrkr, TA, Typ, Gd, Attchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 143000
20, RL, Pave, NA, IR1, Lvl, AllPub, Inside, Gtl, NAmes, Norm, Norm, 1Fam, 1Story, 4, 5, Gable, CompShg, Plywood, Plywood, None, TA, TA, CBlock, TA, TA, No, ALQ, Unf, GasA, Fa, Y, SBrkr, TA, Typ, NA, NA, NA, NA, NA, Y, NA, NA, Shed, WD , Normal, 128950
20, RL, Pave, NA, Reg, Lvl, AllPub, Corner, Gtl, NAmes, Norm, Norm, 1Fam, 1Story, 5, 5, Hip, CompShg, HdBoard, HdBoard, None, TA, TA, PConc, Gd, TA, No, BLQ, Unf, GasA, Gd, Y, SBrkr, TA, Typ, NA, Attchd, RFn, TA, TA, Y, NA, NA, NA, ConLD, Normal, 159000
20, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, NAmes, Norm, Norm, 1Fam, 1Story, 5, 6, Gable, CompShg, Wd Sdng, Plywood, BrkFace, TA, TA, CBlock, TA, TA, No, BLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, NA, Attchd, RFn, TA, TA, Y, NA, GdPrv, NA, WD , Normal, 178900
80, RL, Pave, Pave, IR1, Lvl, AllPub, Inside, Gtl, NAmes, Norm, Norm, 1Fam, SLvl, 6, 5, Gable, CompShg, HdBoard, HdBoard, None, TA, TA, CBlock, TA, TA, No, Unf, Unf, GasA, TA, Y, SBrkr, TA, Typ, NA, Attchd, Unf, TA, TA, Y, NA, NA, NA, COD, Family, 136300
80, RL, Pave, NA, IR1, Lvl, AllPub, Corner, Gtl, NAmes, Norm, Norm, 1Fam, SLvl, 5, 7, Hip, CompShg, Wd Sdng, HdBoard, BrkFace, TA, TA, PConc, TA, TA, Av, GLQ, Unf, GasA, TA, Y, SBrkr, TA, Typ, Gd, Attchd, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 180500
85, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, NAmes, Feedr, Norm, 1Fam, SFoyer, 6, 7, Gable, CompShg, MetalSd, MetalSd, BrkFace, TA, Gd, PConc, TA, TA, Gd, GLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, NA, Attchd, RFn, TA, TA, Y, NA, MnPrv, NA, WD , Abnorml, 137500
90, RL, Pave, NA, IR1, Lvl, AllPub, Inside, Gtl, NAmes, Norm, Norm, Duplex, 1Story, 5, 6, Hip, CompShg, HdBoard, HdBoard, BrkFace, TA, TA, CBlock, TA, TA, No, BLQ, Unf, GasA, TA, Y, SBrkr, TA, Typ, NA, NA, NA, NA, NA, Y, NA, NA, NA, Oth, Abnorml, 84900
20, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, NAmes, Norm, Norm, 1Fam, 1Story, 5, 6, Hip, CompShg, MetalSd, MetalSd, None, TA, TA, CBlock, TA, TA, Mn, GLQ, Rec, GasA, Gd, Y, FuseA, Gd, Typ, NA, Attchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 142125
50, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, NAmes, Norm, Norm, 1Fam, 1.5Fin, 5, 7, Gable, CompShg, MetalSd, MetalSd, BrkFace, Gd, TA, CBlock, TA, TA, No, LwQ, Unf, GasA, Gd, Y, SBrkr, TA, Min2, Gd, Detchd, Unf, TA, TA, Y, NA, GdWo, NA, WD , Normal, 197600
50, RL, Pave, NA, Reg, Lvl, AllPub, Corner, Gtl, NAmes, Artery, Norm, 1Fam, 1.5Fin, 6, 6, Gable, CompShg, MetalSd, MetalSd, Stone, TA, Gd, CBlock, TA, TA, No, Rec, Unf, GasA, TA, Y, SBrkr, TA, Typ, Gd, Attchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 172500
20, RL, Pave, NA, IR1, Lvl, AllPub, Inside, Gtl, BrkSide, Norm, Norm, 1Fam, 1Story, 5, 7, Gable, CompShg, Wd Sdng, Plywood, None, TA, Gd, CBlock, TA, TA, Gd, BLQ, Unf, GasA, Gd, Y, SBrkr, TA, Typ, NA, NA, NA, NA, NA, Y, NA, NA, NA, WD , Normal, 116500
30, RL, Pave, NA, IR1, Lvl, AllPub, Inside, Gtl, BrkSide, Norm, Norm, 1Fam, 1Story, 3, 2, Gable, CompShg, Wd Sdng, Plywood, None, TA, Po, CBlock, TA, TA, No, Unf, Unf, GasA, Ex, Y, SBrkr, Fa, Mod, NA, NA, NA, NA, NA, Y, NA, GdWo, Shed, WD , Normal, 76500
20, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, NAmes, Norm, Norm, 1Fam, 1Story, 5, 5, Gable, CompShg, HdBoard, HdBoard, Stone, TA, TA, CBlock, TA, TA, No, Rec, LwQ, GasA, TA, Y, SBrkr, TA, Typ, NA, Attchd, RFn, TA, TA, Y, NA, MnPrv, NA, WD , Normal, 128000
80, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, NAmes, Norm, Norm, 1Fam, SLvl, 6, 6, Gable, CompShg, AsbShng, AsbShng, BrkFace, TA, TA, CBlock, TA, TA, Av, BLQ, LwQ, GasA, Ex, Y, SBrkr, TA, Typ, Gd, Basment, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 153000
20, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, NAmes, Norm, Norm, 1Fam, 1Story, 5, 6, Gable, CompShg, HdBoard, HdBoard, BrkFace, TA, TA, PConc, TA, TA, No, LwQ, Unf, GasA, Gd, Y, SBrkr, TA, Typ, Gd, Attchd, Fin, TA, TA, Y, NA, NA, NA, WD , Normal, 132000
85, RL, Pave, NA, IR1, Lvl, AllPub, Inside, Gtl, NAmes, Norm, Norm, 1Fam, SFoyer, 6, 8, Gable, CompShg, HdBoard, HdBoard, BrkFace, TA, TA, CBlock, TA, TA, Gd, GLQ, Unf, GasA, Gd, Y, SBrkr, Gd, Typ, Gd, Attchd, Unf, TA, TA, Y, NA, NA, Shed, WD , Normal, 178000
90, RL, Pave, NA, Reg, Lvl, AllPub, Corner, Gtl, NAmes, Feedr, Norm, Duplex, 2Story, 5, 5, Gable, CompShg, MetalSd, MetalSd, BrkFace, TA, TA, CBlock, TA, TA, No, Rec, Unf, GasA, TA, Y, FuseA, TA, Typ, NA, Detchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 154300
20, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, NAmes, PosA, Norm, 1Fam, 1Story, 7, 5, Gable, CompShg, Plywood, Plywood, BrkFace, TA, TA, CBlock, Gd, TA, Gd, GLQ, Unf, GasA, TA, Y, SBrkr, TA, Min1, Gd, Attchd, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 180000
20, RL, Pave, NA, IR1, Lvl, AllPub, Corner, Gtl, NAmes, PosA, Norm, 1Fam, 1Story, 6, 6, Gable, CompShg, BrkFace, Plywood, None, Gd, TA, CBlock, TA, TA, No, ALQ, Rec, GasA, Ex, Y, SBrkr, Gd, Mod, Gd, Attchd, Fin, TA, TA, Y, NA, NA, NA, WD , Normal, 190000
90, RL, Pave, NA, Reg, Lvl, AllPub, Corner, Gtl, NAmes, Feedr, Norm, Duplex, 1Story, 5, 5, Gable, CompShg, HdBoard, HdBoard, None, TA, TA, CBlock, TA, TA, No, Unf, Unf, GasA, TA, Y, SBrkr, TA, Typ, NA, Attchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 135000
20, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, NAmes, Norm, Norm, 1Fam, 1Story, 7, 5, Gable, CompShg, VinylSd, VinylSd, BrkFace, Gd, TA, PConc, Gd, TA, No, GLQ, Unf, GasA, Ex, Y, SBrkr, Gd, Typ, NA, Attchd, RFn, TA, TA, Y, NA, MnPrv, Shed, WD , Normal, 214000
20, RL, Pave, NA, IR1, Lvl, AllPub, Inside, Gtl, NAmes, Norm, Norm, 1Fam, 1Story, 5, 5, Hip, CompShg, MetalSd, MetalSd, BrkFace, TA, TA, CBlock, TA, TA, No, BLQ, Rec, GasA, TA, Y, SBrkr, TA, Typ, NA, Attchd, RFn, TA, TA, Y, NA, GdPrv, NA, WD , Normal, 136000
20, RL, Pave, NA, IR1, Lvl, AllPub, Inside, Gtl, NAmes, Norm, Norm, 1Fam, 1Story, 5, 5, Hip, CompShg, BrkFace, BrkFace, None, TA, TA, CBlock, TA, TA, No, Rec, Unf, GasA, Gd, Y, SBrkr, Gd, Typ, Gd, Attchd, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 165500
20, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, NAmes, Norm, Norm, 1Fam, 1Story, 5, 6, Gable, CompShg, MetalSd, MetalSd, None, TA, Gd, CBlock, TA, TA, No, Rec, Unf, GasA, TA, Y, SBrkr, TA, Typ, NA, Attchd, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 145000
20, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, NAmes, Norm, Norm, 1Fam, 1Story, 6, 6, Hip, CompShg, MetalSd, MetalSd, BrkFace, TA, TA, CBlock, TA, TA, No, Unf, Unf, GasA, TA, Y, SBrkr, TA, Typ, NA, Attchd, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 148000
20, RL, Pave, NA, IR1, Lvl, AllPub, Inside, Gtl, NAmes, Norm, Norm, 1Fam, 1Story, 5, 5, Hip, CompShg, Plywood, Plywood, BrkFace, TA, TA, CBlock, TA, TA, No, Rec, Unf, GasA, Fa, Y, SBrkr, TA, Typ, NA, Attchd, RFn, TA, TA, Y, NA, MnPrv, NA, COD, Abnorml, 142000
20, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, NAmes, Feedr, Norm, 1Fam, 1Story, 5, 5, Gable, CompShg, MetalSd, HdBoard, BrkFace, TA, TA, CBlock, TA, TA, No, Rec, Unf, GasA, TA, Y, SBrkr, TA, Typ, Gd, Attchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 167500
20, RL, Pave, NA, IR1, Lvl, AllPub, Inside, Gtl, NAmes, Norm, Norm, 1Fam, 1Story, 5, 5, Hip, CompShg, MetalSd, MetalSd, BrkFace, TA, TA, CBlock, TA, TA, No, Rec, Unf, GasA, Fa, Y, SBrkr, TA, Typ, NA, Attchd, RFn, TA, TA, Y, NA, NA, NA, WD , Normal, 108538
20, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, NAmes, Norm, Norm, 1Fam, 1Story, 6, 5, Gable, CompShg, Wd Sdng, Wd Sdng, Stone, TA, TA, CBlock, TA, TA, No, Rec, Unf, GasA, Ex, Y, SBrkr, TA, Typ, Gd, Attchd, Unf, TA, TA, Y, NA, GdWo, NA, WD , Normal, 159500
50, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, NAmes, Norm, Norm, 1Fam, 1.5Fin, 4, 5, Gable, CompShg, MetalSd, MetalSd, None, TA, TA, CBlock, TA, TA, No, Unf, Unf, GasA, TA, Y, FuseA, TA, Typ, NA, Attchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 108000
20, RL, Pave, NA, Reg, Lvl, AllPub, Inside, Gtl, NAmes, Norm, Norm, 1Fam, 1Story, 5, 7, Gable, CompShg, WdShing, Wd Shng, None, TA, TA, CBlock, TA, TA, No, BLQ, Unf, GasA, TA, Y, SBrkr, Fa, Typ, NA, Detchd, Unf, TA, TA, Y, NA, NA, NA, WD , Normal, 135000
